insuranceId:ID(InsurancePlan),source_db,plan_number,plan_name,plan_type,carrier_name,:LABEL
NRA:109362,NRA,109362,HUMANA EPO,EPO,HUMANA,InsurancePlan
IAI:109365,IAI,109365,AETNA TPA,TPA,AETNA,InsurancePlan
RADJ:109366,RADJ,109366,UNITED HMO,HMO,UNITED,InsurancePlan
PMR:109372,PMR,109372,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADY:109373,RADY,109373,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADS2:109376,RADS2,109376,UNITED HMO,HMO,UNITED,InsurancePlan
RADS2:109377,RADS2,109377,BCBS COMM,COMM,BCBS,InsurancePlan
RADA:109384,RADA,109384,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
GRH:109389,GRH,109389,UNITED COMM,COMM,UNITED,InsurancePlan
IAI:109393,IAI,109393,CIGNA HMO,HMO,CIGNA,InsurancePlan
PXP:109397,PXP,109397,UNITED HMO,HMO,UNITED,InsurancePlan
RADJ:109406,RADJ,109406,MOLINA MCDASSIGN,MCDASSIGN,MOLINA,InsurancePlan
RADX:109413,RADX,109413,AETNA PPO,PPO,AETNA,InsurancePlan
IAI:109416,IAI,109416,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADP:109424,RADP,109424,MEDICARE HDHP,HDHP,MEDICARE,InsurancePlan
WRAD:109430,WRAD,109430,CIGNA MCDASSIGN,MCDASSIGN,CIGNA,InsurancePlan
RADD:109439,RADD,109439,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADI2:109441,RADI2,109441,BCBS EPO,EPO,BCBS,InsurancePlan
RADG:109445,RADG,109445,AETNA PPO,PPO,AETNA,InsurancePlan
WRAD:109447,WRAD,109447,MAGELLAN HDHP,HDHP,MAGELLAN,InsurancePlan
RADY:109449,RADY,109449,UNITED MCRASSIGN,MCRASSIGN,UNITED,InsurancePlan
TRI:109456,TRI,109456,UNITED COMM,COMM,UNITED,InsurancePlan
MRB:109462,MRB,109462,UNITED INDEMNITY,INDEMNITY,UNITED,InsurancePlan
GRH:109471,GRH,109471,COVENTRY INDEMNITY,INDEMNITY,COVENTRY,InsurancePlan
RADJ:109476,RADJ,109476,HUMANA EPO,EPO,HUMANA,InsurancePlan
RADX:109483,RADX,109483,UNITED TPA,TPA,UNITED,InsurancePlan
ACR:109485,ACR,109485,UNITED TPA,TPA,UNITED,InsurancePlan
RADI2:109488,RADI2,109488,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADB:109492,RADB,109492,BCBS PPO,PPO,BCBS,InsurancePlan
RADJ:109495,RADJ,109495,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
RADT:109500,RADT,109500,UNITED EPO,EPO,UNITED,InsurancePlan
PMR:109504,PMR,109504,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADE:109513,RADE,109513,UNITED PPO,PPO,UNITED,InsurancePlan
GRH:109516,GRH,109516,WELLCARE INDEMNITY,INDEMNITY,WELLCARE,InsurancePlan
SMED:109523,SMED,109523,BCBS MCDASSIGN,MCDASSIGN,BCBS,InsurancePlan
MRB:109524,MRB,109524,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
RADU:109533,RADU,109533,MAGELLAN COMM,COMM,MAGELLAN,InsurancePlan
RADI2:109541,RADI2,109541,BRIGHT HEALTH HMO,HMO,BRIGHT HEALTH,InsurancePlan
TRI:109549,TRI,109549,CIGNA COMM,COMM,CIGNA,InsurancePlan
SMED:109556,SMED,109556,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADU:109565,RADU,109565,MEDICAID INDEMNITY,INDEMNITY,MEDICAID,InsurancePlan
NRA:109573,NRA,109573,AETNA EPO,EPO,AETNA,InsurancePlan
RADL:109579,RADL,109579,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADK:109588,RADK,109588,CIGNA HMO,HMO,CIGNA,InsurancePlan
PXP:109592,PXP,109592,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADF:109600,RADF,109600,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADY:109609,RADY,109609,AETNA INDEMNITY,INDEMNITY,AETNA,InsurancePlan
RADT:109612,RADT,109612,HUMANA EPO,EPO,HUMANA,InsurancePlan
RADX:109617,RADX,109617,CIGNA EPO,EPO,CIGNA,InsurancePlan
GSIA:109623,GSIA,109623,BCBS POS,POS,BCBS,InsurancePlan
PXP:109624,PXP,109624,MEDICARE POS,POS,MEDICARE,InsurancePlan
TRI:109632,TRI,109632,BCBS POS,POS,BCBS,InsurancePlan
RADA:109636,RADA,109636,MOLINA PPO,PPO,MOLINA,InsurancePlan
RADD:109640,RADD,109640,COVENTRY MCDASSIGN,MCDASSIGN,COVENTRY,InsurancePlan
MRB:109644,MRB,109644,MEDICARE PPO,PPO,MEDICARE,InsurancePlan
WRAD:109652,WRAD,109652,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADX:109654,RADX,109654,COMMERCIAL MCDASSIGN,MCDASSIGN,COMMERCIAL,InsurancePlan
RASFA:109663,RASFA,109663,AETNA POS,POS,AETNA,InsurancePlan
RADK:109670,RADK,109670,CENTENE HMO,HMO,CENTENE,InsurancePlan
RADH:109676,RADH,109676,AETNA TPA,TPA,AETNA,InsurancePlan
RADO:109683,RADO,109683,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADU:109686,RADU,109686,WELLCARE HDHP,HDHP,WELLCARE,InsurancePlan
RADU:109689,RADU,109689,UNITED COMM,COMM,UNITED,InsurancePlan
CIRPA:109691,CIRPA,109691,AETNA MCDASSIGN,MCDASSIGN,AETNA,InsurancePlan
RADP:109697,RADP,109697,HUMANA HDHP,HDHP,HUMANA,InsurancePlan
CIRPA:109701,CIRPA,109701,UNITED COMM,COMM,UNITED,InsurancePlan
RADP:109702,RADP,109702,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
IAI:109703,IAI,109703,CIGNA HMO,HMO,CIGNA,InsurancePlan
MRB:109710,MRB,109710,CENTENE HMO,HMO,CENTENE,InsurancePlan
RADZ:109716,RADZ,109716,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
SMED:109724,SMED,109724,BCBS POS,POS,BCBS,InsurancePlan
RADI:109730,RADI,109730,UNITED COMM,COMM,UNITED,InsurancePlan
RADO:109735,RADO,109735,CENTENE MCRASSIGN,MCRASSIGN,CENTENE,InsurancePlan
RADR:109739,RADR,109739,BCBS TPA,TPA,BCBS,InsurancePlan
RADB:109746,RADB,109746,BCBS HDHP,HDHP,BCBS,InsurancePlan
RADL:109752,RADL,109752,WELLCARE HMO,HMO,WELLCARE,InsurancePlan
RADQ:109756,RADQ,109756,CIGNA HDHP,HDHP,CIGNA,InsurancePlan
CRC:109763,CRC,109763,MEDICARE COMM,COMM,MEDICARE,InsurancePlan
ACR:109765,ACR,109765,BCBS EPO,EPO,BCBS,InsurancePlan
RADT:109772,RADT,109772,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADZ:109777,RADZ,109777,AETNA MCRASSIGN,MCRASSIGN,AETNA,InsurancePlan
RADP:109778,RADP,109778,HUMANA TPA,TPA,HUMANA,InsurancePlan
ACRB:109782,ACRB,109782,CIGNA COMM,COMM,CIGNA,InsurancePlan
SMED:109788,SMED,109788,COMMERCIAL TPA,TPA,COMMERCIAL,InsurancePlan
RADI:109792,RADI,109792,UNITED COMM,COMM,UNITED,InsurancePlan
RADF:109798,RADF,109798,AETNA EPO,EPO,AETNA,InsurancePlan
SAPA:109806,SAPA,109806,COMMERCIAL EPO,EPO,COMMERCIAL,InsurancePlan
RADI2:109808,RADI2,109808,HUMANA TPA,TPA,HUMANA,InsurancePlan
WRAD:109809,WRAD,109809,COMMERCIAL HDHP,HDHP,COMMERCIAL,InsurancePlan
RADJ:109816,RADJ,109816,MEDICAID COMM,COMM,MEDICAID,InsurancePlan
RADZ:109820,RADZ,109820,CIGNA TPA,TPA,CIGNA,InsurancePlan
GRH:109827,GRH,109827,CIGNA TPA,TPA,CIGNA,InsurancePlan
RADU:109835,RADU,109835,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
RADL:109841,RADL,109841,BCBS COMM,COMM,BCBS,InsurancePlan
RADS:109843,RADS,109843,MEDICARE MCRASSIGN,MCRASSIGN,MEDICARE,InsurancePlan
PMR:109848,PMR,109848,BCBS INDEMNITY,INDEMNITY,BCBS,InsurancePlan
RADH:109852,RADH,109852,MEDICAID HDHP,HDHP,MEDICAID,InsurancePlan
PMR:109859,PMR,109859,TRICARE INDEMNITY,INDEMNITY,TRICARE,InsurancePlan
ESR:109868,ESR,109868,MEDICARE HMO,HMO,MEDICARE,InsurancePlan
RADA:109877,RADA,109877,BCBS MCRASSIGN,MCRASSIGN,BCBS,InsurancePlan
RADU:109883,RADU,109883,BCBS HMO,HMO,BCBS,InsurancePlan
CRC:109887,CRC,109887,UNITED HMO,HMO,UNITED,InsurancePlan
RADI:109891,RADI,109891,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
PMR:109900,PMR,109900,UNITED MCDASSIGN,MCDASSIGN,UNITED,InsurancePlan
RADQ:109908,RADQ,109908,MEDICAID PPO,PPO,MEDICAID,InsurancePlan
RADU:109911,RADU,109911,HUMANA COMM,COMM,HUMANA,InsurancePlan
RADO:109915,RADO,109915,HUMANA HMO,HMO,HUMANA,InsurancePlan
GSIA:109917,GSIA,109917,MEDICARE INDEMNITY,INDEMNITY,MEDICARE,InsurancePlan
RADB:109921,RADB,109921,COMMERCIAL COMM,COMM,COMMERCIAL,InsurancePlan
RADT:109929,RADT,109929,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADG:109935,RADG,109935,UNITED TPA,TPA,UNITED,InsurancePlan
RADL:109940,RADL,109940,HUMANA INDEMNITY,INDEMNITY,HUMANA,InsurancePlan
RADY:109947,RADY,109947,BCBS EPO,EPO,BCBS,InsurancePlan
RADQ:109954,RADQ,109954,CIGNA TPA,TPA,CIGNA,InsurancePlan
PXP:109961,PXP,109961,BCBS TPA,TPA,BCBS,InsurancePlan
RADY:109970,RADY,109970,HUMANA POS,POS,HUMANA,InsurancePlan
WRAD:109978,WRAD,109978,MEDICARE TPA,TPA,MEDICARE,InsurancePlan
RADS:109983,RADS,109983,AETNA HDHP,HDHP,AETNA,InsurancePlan
PMR:109988,PMR,109988,HUMANA MCDASSIGN,MCDASSIGN,HUMANA,InsurancePlan
ACR:109990,ACR,109990,MEDICAID TPA,TPA,MEDICAID,InsurancePlan
NRAA:109995,NRAA,109995,UNITED PPO,PPO,UNITED,InsurancePlan
SMED:110002,SMED,110002,UNITED POS,POS,UNITED,InsurancePlan
